benchmark,model,par_type,run,input_tokens,output_tokens,cached_tokens,api_time,total_time,code_additions,code_deletions,non_whitelisted_dependencies,validation_status,validation_err_string,benchmark_success,benchmark_times,benchmark_median_time,source_batch,source_path,total_tokens,benchmark_wall_times,benchmark_config_sha256
black-scholes,deepseek-v4-flash,cuda,5,409900.0,11500.0,385900.0,,155.63,50,12,"",5,"",true,28.777;33.173;33.176;33.185;33.175,33.175,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_cuda_r5,421400.0,3.0238545099273324;3.0239666597917676;3.0234456015750766;3.0245767338201404;3.0236780466511846,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,hybrid,1,836400.0,42600.0,811000.0,,408.1,247,95,"",5,"",true,193.667;190.839;201.814;193.743;193.634,193.667,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_hybrid_r1,879000.0,7.385298745706677;7.483051312156022;7.6334611512720585;7.283810753375292;7.333264506421983,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,hybrid,2,,,,,474.04,284,114,"",5,"",true,33.704;29.282;29.198;29.201;33.642,29.282,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_hybrid_r2,,7.232985557056963;7.334345671348274;7.384757188148797;7.43459436763078;7.282907516695559,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,hybrid,3,1900000.0,39900.0,1800000.0,,762.04,335,146,"",5,"",false,,,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_hybrid_r3,1939900.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,hybrid,4,1300000.0,37200.0,1300000.0,,411.62,212,71,"",5,"",true,33.34;33.426;33.457;33.43;33.41,33.426,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_hybrid_r4,1337200.0,7.233149536885321;7.23420821595937;7.233851253986359;7.183376577682793;7.283947656862438,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,hybrid,5,1400000.0,35800.0,1400000.0,,428.69,378,130,"",5,"",false,,,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_hybrid_r5,1435800.0,8.738458427600563,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,mpi,1,767600.0,17300.0,738200.0,,232.6,172,66,"",5,"",true,10.171;8.221;8.116;9.953;8.381,8.381,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_mpi_r1,784900.0,12.891036815010011;12.942082940600812;12.991055206395686;12.840766491368413;12.990463342517614,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,mpi,2,431200.0,12600.0,405500.0,,153.89,132,48,"",5,"",true,13.017;8.378;9.377;7.629;7.753,8.378,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_mpi_r2,443800.0,12.190153947100043;11.990513067692518;11.788785382173955;11.889586655423045;11.944481881335378,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,mpi,3,411200.0,16400.0,389000.0,,180.54,137,59,"",5,"",true,11.417;10.933;10.229;10.236;12.41,10.933,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_mpi_r3,427600.0,10.785701427608728;11.187809848226607;10.988858339376748;11.139346489682794;11.389462481252849,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,mpi,4,551800.0,14200.0,526700.0,,152.4,123,43,"",5,"",true,9.177;9.285;11.1;8.528;11.346,9.285,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_mpi_r4,566000.0,16.150761005468667;16.151763955131173;15.803960754536092;16.151502930559218;15.802644557319582,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,mpi,5,375600.0,16400.0,350800.0,,155.25,153,78,"",5,"",true,10.485;12.247;10.922;8.784;9.604,10.485,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_mpi_r5,392000.0,10.938688594847918;11.34104686230421;10.886039885692298;11.137313090264797;11.18785157520324,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,omp,1,207400.0,4600.0,185900.0,,66.15,7,3,"",5,"",true,32.349;30.435;32.175;32.633;31.598,32.175,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_omp_r1,212000.0,2.8237337535247207;2.8235412454232574;2.8241045512259007;2.8256975719705224;2.825034254230559,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,omp,2,219400.0,4800.0,196000.0,,70.11,9,2,"",5,"",true,23.509;24.15;23.688;23.649;23.745,23.688,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_omp_r2,224200.0,2.8235353026539087;2.823748951777816;2.8752523558214307;2.8235038928687572;2.8251346023753285,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,omp,3,162900.0,3900.0,140300.0,,47.48,7,3,"",5,"",true,31.584;31.598;32.223;32.661;31.788,31.788,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_omp_r3,166800.0,2.8237078599631786;2.7737157568335533;2.8249198431149125;2.7729941392317414;2.824553814716637,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,omp,4,339700.0,4100.0,315600.0,,71.88,8,2,"",5,"",true,34.037;29.761;32.79;31.838;35.38,32.79,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_omp_r4,343800.0,2.8232942409813404;2.8236657278612256;2.8231647107750177;2.7737081153318286;2.773413084447384,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,deepseek-v4-flash,omp,5,235100.0,4700.0,212100.0,,59.87,11,3,"",5,"",true,32.634;31.521;32.137;31.997;35.053,32.137,20260616-150949,/home/petert/llm_para_experiments/20260616-150949/black-scholes_deepseek-v4-flash_omp_r5,239800.0,2.8237449266016483;2.77372192312032;2.824078214354813;2.82452255114913;2.823928315192461,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,cuda,1,896300.0,13800.0,806600.0,263.697,300.18,147,54,"",5,"",true,700.994;714.38;756.734;728.481;735.906,728.481,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_cuda_r1,910100.0,3.675484306178987;3.675834014080465;3.7251726696267724;3.725543797016144;3.7252827482298017,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,cuda,2,383700.0,4600.0,326000.0,176.051,194.78,55,16,"",5,"",true,190.109;186.873;187.067;186.86;195.857,187.067,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_cuda_r2,388300.0,3.1741835130378604;3.1745857186615467;3.1746805692091584;3.2238530265167356;3.224602298811078,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,cuda,3,1000000.0,5800.0,904500.0,322.267,371.75,37,13,"",4,Output comparison FAILED: Numeric value mismatch for object OptionPrices: 'Sum: 3.11366175001330208e+06' vs 'Sum: 2.97629165152053442e+06',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_cuda_r3,1005800.0,,
black-scholes,gemini-3-pro-preview,cuda,4,1564100.0,13500.0,1448100.0,422.0,651.71,89,36,"",5,"",true,739.634;755.047;744.491;733.435;748.5,744.491,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_cuda_r4,1577600.0,3.174399963580072;3.2246137652546167;3.17331909108907;3.1747332643717527;3.224192217923701,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,cuda,5,996700.0,9700.0,903600.0,325.0,499.21,78,42,"",4,Output comparison FAILED: Numeric value mismatch for object OptionPrices: 'Sum: 3.11366175001330208e+06' vs 'Sum: 2.97629165152053442e+06',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_cuda_r5,1006400.0,,
black-scholes,gemini-3-pro-preview,hybrid,1,91000.0,65400.00000000001,61900.0,588.838,596.0,0,0,"",0,Error during parallelization detection: No parallelization approach detected in source code.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_hybrid_r1,156400.0,,
black-scholes,gemini-3-pro-preview,hybrid,2,1000000.0,12100.0,916900.0,344.784,388.54,230,59,"",4,Output comparison FAILED: Numeric value mismatch for object OptionPrices: 'Sum: 3.11366175001330208e+06' vs 'Sum: 4.10973110063024433e+04',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_hybrid_r2,1012100.0,,
black-scholes,gemini-3-pro-preview,hybrid,3,781000.0,14300.0,688900.0,286.197,328.81,258,73,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_hybrid_r3,795300.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,hybrid,4,953800.0,10400.0,855300.0,298.0,500.65,176,70,"",3,Internal validation FAILED.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_hybrid_r4,964200.0,,
black-scholes,gemini-3-pro-preview,hybrid,5,864800.0,10100.0,770000.0,379.0,558.42,174,38,"",4,Output comparison FAILED: Numeric value mismatch for object OptionPrices: 'Sum: 3.11366175001330208e+06' vs 'Sum: 2.97629165152053442e+06',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_hybrid_r5,874900.0,,
black-scholes,gemini-3-pro-preview,mpi,1,310900.0,6400.0,253100.0,133.966,156.97,144,79,"",5,"",true,9.216;11.788;8.528;11.751;12.411,11.751,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_mpi_r1,317300.0,10.787517562508583;11.13724234327674;11.137811514548957;11.288575219921768;10.989303500391543,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,mpi,2,432800.0,7300.0,346000.0,164.099,181.44,303,30,"",5,"",true,10.191;11.599;11.787;9.17;12.76,11.599,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_mpi_r2,440100.0,11.137901310808957;10.734799958765507;10.936948684975505;11.1373330950737;11.185280565172434,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,mpi,3,487900.0,7300.0,392700.0,175.713,198.9,126,67,"",5,"",true,9.065;8.926;9.971;8.26;11.798,9.065,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_mpi_r3,495200.0,10.885632851161063;11.285791480913758;11.085007510147989;10.986037312075496;11.285738390870392,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,mpi,4,568700.0,9200.0,509000.0,209.0,313.47,334,49,"",5,"",true,9.212;9.769;12.28;11.296;9.703,9.769,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_mpi_r4,577900.0,10.936380832456052;10.889384967274964;11.136204807087779;10.836214707233012;10.83473649714142,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,mpi,5,330800.0,5900.0,282800.0,139.0,250.26,128,51,"",5,"",true,9.36;9.17;9.174;11.182;11.309,9.36,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_mpi_r5,336700.0,11.186406092718244;10.887259140610695;11.085527772083879;11.136309369467199;10.935862466692924,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,omp,1,312800.0,1700.0,245400.0,106.612,124.87,7,0,"",5,"",true,33.646;31.046;32.552;31.934;32.798,32.552,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_omp_r1,314500.0,2.8737403070554137;2.8747545359656215;2.8743179086595774;2.873564336448908;2.874603943899274,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,omp,2,524800.0,3100.0,441300.0,179.765,198.68,72,2,"",5,"",true,32.858;32.779;32.387;33.315;32.116,32.779,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_omp_r2,527900.0,2.8735564947128296;2.8732146695256233;2.8743609376251698;2.8742404030635953;2.875295791774988,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,omp,3,442500.0,2200.0,391300.0,141.574,161.91,9,2,"",5,"",true,24.284;23.973;23.896;23.423;23.75,23.896,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_omp_r3,444700.0,2.8751681903377175;2.9238236946985126;2.923819448798895;2.875085173174739;2.877355176024139,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,omp,4,153300.0,66100.0,125000.0,603.968,622.6,6,0,"",5,"",true,33.626;33.242;32.556;32.197;33.302,33.242,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_omp_r4,219400.0,2.8745993953198195;2.874230952002108;2.8745799846947193;2.874277191236615;2.874505925923586,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gemini-3-pro-preview,omp,5,608800.0,2800.0,546800.0,162.0,360.25,12,9,"",5,"",true,29.651;29.325;29.445;33.092;29.905,29.651,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gemini-3-pro-preview_omp_r5,611600.0,2.8742540553212166;2.8235047133639455;2.874257907271385;2.873980321921408;2.8738334886729717,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gpt-4.1,cuda,1,638700.0,4300.0,585900.0,76.959,94.77,52,25,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_cuda_r1/source/black-scholes. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_cuda_r1/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_cuda_r1,643000.0,,
black-scholes,gpt-4.1,cuda,2,452100.0,4700.0,410900.0,60.591,71.52,71,24,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_cuda_r2/source/black-scholes. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_cuda_r2/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_cuda_r2,456800.0,,
black-scholes,gpt-4.1,cuda,3,392000.0,3000.0,347100.0,56.0,68.38,45,9,"",5,"",true,2177.354;2182.808;2180.064;2178.047;2177.446,2178.047,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_cuda_r3,395000.0,4.527513242326677;4.528271880932152;4.527646388858557;4.527914302423596;4.527908755466342,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gpt-4.1,cuda,4,535400.0,6800.0,510700.0,116.116,132.3,118,18,"",5,"",true,2194.8;2197.631;2194.9;2195.733;2194.938,2194.938,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_cuda_r4,542200.0,6.432122309692204;6.4324985686689615;6.431603826582432;6.431460999883711;6.432039152830839,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gpt-4.1,cuda,5,599000.0,5700.0,505700.0,99.92,113.72,66,32,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_cuda_r5/source/black-scholes. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_cuda_r5/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_cuda_r5,604700.0,,
black-scholes,gpt-4.1,hybrid,1,150900.0,882.0,122400.0,28.0,33.98,0,0,"",0,Error during parallelization detection: No parallelization approach detected in source code.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_hybrid_r1,151782.0,,
black-scholes,gpt-4.1,hybrid,2,183200.0,648.0,139300.0,25.0,30.46,0,0,"",0,Error during parallelization detection: No parallelization approach detected in source code.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_hybrid_r2,183848.0,,
black-scholes,gpt-4.1,hybrid,3,791100.0,8900.0,696600.0,103.084,127.05,163,61,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_hybrid_r3/source/black-scholes. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_hybrid_r3/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_hybrid_r3,800000.0,,
black-scholes,gpt-4.1,hybrid,4,711000.0,6400.0,575200.0,119.977,134.25,114,56,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_hybrid_r4/source/black-scholes. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_hybrid_r4/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_hybrid_r4,717400.0,,
black-scholes,gpt-4.1,hybrid,5,1000000.0,10200.0,881400.0,175.66899999999998,222.04,189,39,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_hybrid_r5/source/black-scholes. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_hybrid_r5/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_hybrid_r5,1010200.0,,
black-scholes,gpt-4.1,mpi,1,323400.0,2500.0,264700.0,55.0,70.54,65,43,"",5,"",true,1638.148;1622.464;1497.322;1465.722;1578.584,1578.584,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_mpi_r1,325900.0,17.452568595297635;17.65259933937341;17.6009703585878;17.355397794395685;17.45796133764088,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gpt-4.1,mpi,2,168900.0,2900.0,131300.0,45.0,58.55,92,46,"",5,"",true,16.29;12.232;14.199;12.409;16.479,14.199,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_mpi_r2,171800.0,16.852019783109426;17.054919792339206;16.85407095309347;17.005703261122108;16.854580816812813,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
black-scholes,gpt-4.1,mpi,3,264400.0,2800.0,227500.0,42.0,49.76,69,38,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_mpi_r3/source/black-scholes. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/black-scholes_gpt-4.1_mpi_r3/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/black-scholes_gpt-4.1_mpi_r3,267200.0,,
